PropertyID,City,PropertyType,Area_sqm,Bedrooms,Bathrooms,Age_years,Distance_to_Center_km,Has_Garden,Has_Parking,Furnished,Price_USD,LocalCurrency,ExchangeRate_to_USD,Price_Local
PROP_00727,Paris,House,322.7,5,4,9,10.16,1,1,Fully,4587266.66,EUR,0.92,4220285.33
PROP_00728,Tokyo,Apartment,121.0,3,2,4,10.81,0,0,Fully,969280.85,JPY,150.0,145392127.5
PROP_00729,Mumbai,Apartment,82.4,2,2,1,8.19,0,1,Partially,306437.89,INR,83.5,25587563.82
PROP_00730,New York,House,178.9,4,3,1,6.88,1,1,Fully,3565602.36,USD,1.0,3565602.36
PROP_00731,Tokyo,Apartment,60.7,2,1,1,6.51,0,1,Fully,539064.75,JPY,150.0,80859712.5
PROP_00732,New York,Apartment,164.1,4,3,6,5.12,1,0,Partially,2446702.22,USD,1.0,2446702.22
PROP_00733,Paris,Penthouse,118.6,2,1,17,4.61,0,1,Unfurnished,1725448.86,EUR,0.92,1587412.95
PROP_00734,Sydney,Apartment,99.4,2,2,34,0.69,0,1,Partially,932090.67,AUD,1.5,1398136.0
PROP_00735,Tokyo,House,115.4,3,3,19,14.82,1,0,Fully,1008740.43,JPY,150.0,151311064.5
PROP_00736,Tokyo,Apartment,79.7,2,2,5,5.39,0,1,Unfurnished,592147.02,JPY,150.0,88822053.0
PROP_00737,Tokyo,Apartment,74.6,1,1,35,0.55,0,1,Fully,583441.94,JPY,150.0,87516291.0
PROP_00738,London,Apartment,65.5,2,1,16,0.29,0,1,Partially,737767.14,GBP,0.8,590213.71
PROP_00739,Paris,House,189.4,5,4,33,8.27,1,1,Unfurnished,2625608.08,EUR,0.92,2415559.43
PROP_00740,Mumbai,Apartment,60.8,1,1,25,0.31,0,0,Unfurnished,222484.61,INR,83.5,18577464.93
PROP_00741,New York,House,180.4,5,4,54,40.0,1,0,Fully,882378.69,USD,1.0,882378.69
PROP_00742,Tokyo,Apartment,94.0,2,2,2,0.68,0,1,Partially,951147.71,JPY,150.0,142672156.5
PROP_00743,Mumbai,House,122.8,3,2,29,1.57,1,1,Partially,608424.6,INR,83.5,50803454.1
PROP_00744,Mumbai,Penthouse,179.3,4,3,12,1.72,0,1,Partially,1324359.53,INR,83.5,110584020.76
PROP_00745,New York,Apartment,126.7,3,2,5,0.76,0,0,Partially,2007778.56,USD,1.0,2007778.56
PROP_00746,Tokyo,Penthouse,284.9,5,4,35,0.26,0,1,Partially,4396117.25,JPY,150.0,659417587.5
PROP_00747,Tokyo,House,158.5,4,3,49,6.7,1,0,Partially,1639202.03,JPY,150.0,245880304.5
PROP_00748,London,Apartment,55.9,1,1,4,0.94,0,0,Partially,686816.72,GBP,0.8,549453.38
PROP_00749,Tokyo,Penthouse,178.0,4,3,27,0.1,0,1,Partially,2911529.25,JPY,150.0,436729387.5
PROP_00750,Sydney,Apartment,71.9,2,2,11,1.7,0,1,Partially,676561.99,AUD,1.5,1014842.98
PROP_00751,Sydney,House,155.4,3,3,6,3.32,1,1,Fully,2085485.94,AUD,1.5,3128228.91
PROP_00752,Tokyo,Penthouse,152.5,4,3,7,4.59,1,0,Partially,2627538.91,JPY,150.0,394130836.5
PROP_00753,New York,Penthouse,173.9,5,4,15,0.67,0,1,Unfurnished,4359694.39,USD,1.0,4359694.39
PROP_00754,New York,Apartment,71.8,2,2,6,10.33,0,0,Fully,701859.8,USD,1.0,701859.8
PROP_00755,New York,Apartment,99.3,3,2,17,0.1,1,0,Partially,1593232.36,USD,1.0,1593232.36
PROP_00756,London,Apartment,59.5,1,1,0,4.08,0,1,Partially,602095.19,GBP,0.8,481676.15
PROP_00757,London,Penthouse,195.5,5,3,4,1.26,0,1,Unfurnished,4429545.33,GBP,0.8,3543636.26
PROP_00758,Sydney,Apartment,25.0,1,1,4,12.0,0,0,Fully,159268.86,AUD,1.5,238903.29
PROP_00759,London,House,195.3,4,3,3,10.72,1,1,Unfurnished,2547727.73,GBP,0.8,2038182.18
PROP_00760,Paris,House,137.0,3,3,1,2.39,1,0,Partially,2142630.6,EUR,0.92,1971220.15
PROP_00761,Mumbai,Apartment,102.0,2,2,0,5.35,0,1,Partially,398725.44,INR,83.5,33293574.24
PROP_00762,Sydney,House,121.9,4,3,2,0.41,1,0,Partially,1697156.84,AUD,1.5,2545735.26
PROP_00763,London,Apartment,111.9,3,2,0,0.39,0,1,Partially,1333005.45,GBP,0.8,1066404.36
PROP_00764,Paris,Apartment,122.6,3,3,17,1.16,0,1,Partially,1478484.18,EUR,0.92,1360205.45
PROP_00765,Sydney,Apartment,69.5,2,2,9,1.58,0,1,Partially,600246.91,AUD,1.5,900370.36
PROP_00766,Tokyo,House,243.1,5,3,17,2.77,1,1,Fully,3636339.95,JPY,150.0,545450992.5
PROP_00767,Tokyo,House,235.7,5,3,2,6.72,1,0,Partially,3431570.15,JPY,150.0,514735522.5
PROP_00768,Mumbai,Apartment,84.3,2,2,25,4.04,0,1,Unfurnished,325779.14,INR,83.5,27202558.19
PROP_00769,Sydney,Apartment,149.3,4,3,28,3.97,0,0,Fully,1307986.61,AUD,1.5,1961979.92
PROP_00770,Mumbai,Apartment,72.7,1,1,18,5.26,1,1,Partially,285459.94,INR,83.5,23835904.99
PROP_00771,Tokyo,Apartment,25.0,1,1,7,0.94,0,1,Partially,205603.67,JPY,150.0,30840550.5
PROP_00772,London,Apartment,64.3,2,2,16,6.07,0,1,Unfurnished,646923.36,GBP,0.8,517538.69
PROP_00773,Mumbai,Apartment,105.5,3,2,29,15.71,0,1,Partially,308755.26,INR,83.5,25781064.21
PROP_00774,London,Apartment,93.0,2,1,0,3.7,0,1,Unfurnished,1029826.39,GBP,0.8,823861.11
PROP_00775,Tokyo,Apartment,130.4,3,2,4,1.29,0,0,Partially,1385452.34,JPY,150.0,207817851.0
PROP_00776,Tokyo,House,50.0,1,1,19,13.28,1,0,Unfurnished,337026.1,JPY,150.0,50553915.0
PROP_00777,Mumbai,House,113.0,3,2,29,1.5,1,1,Partially,568917.1,INR,83.5,47504577.85
PROP_00778,New York,House,245.6,5,4,7,37.71,1,0,Unfurnished,1643324.11,USD,1.0,1643324.11
PROP_00779,New York,House,230.9,5,4,14,39.91,1,0,Fully,1517911.18,USD,1.0,1517911.18
PROP_00780,Paris,Apartment,92.8,3,2,22,0.85,0,1,Fully,1105611.75,EUR,0.92,1017162.81
PROP_00781,Paris,House,181.2,4,3,2,19.95,1,0,Partially,1676686.82,EUR,0.92,1542551.87
PROP_00782,Mumbai,House,132.1,3,2,0,24.4,1,1,Partially,362116.93,INR,83.5,30236763.66
PROP_00783,London,House,271.1,5,4,51,30.76,1,1,Partially,1815044.46,GBP,0.8,1452035.57
PROP_00784,London,Apartment,76.9,2,1,6,0.89,0,1,Partially,827042.06,GBP,0.8,661633.65
PROP_00785,London,Apartment,93.6,2,2,51,0.5,0,1,Partially,1057220.65,GBP,0.8,845776.52
PROP_00786,London,Apartment,116.5,3,2,24,5.38,0,1,Unfurnished,1178273.7,GBP,0.8,942618.96
PROP_00787,Sydney,House,191.9,4,3,74,9.93,1,0,Fully,1368870.35,AUD,1.5,2053305.52
PROP_00788,Mumbai,House,232.9,5,4,5,0.99,1,1,Partially,1708488.27,INR,83.5,142658770.54
PROP_00789,New York,Penthouse,116.5,2,1,100,0.94,0,1,Fully,1417748.04,USD,1.0,1417748.04
PROP_00790,Paris,Apartment,97.4,2,2,9,10.34,0,1,Partially,847863.86,EUR,0.92,780034.75
PROP_00791,Tokyo,Apartment,104.2,3,2,39,0.34,0,1,Fully,1106521.82,JPY,150.0,165978273.0
PROP_00792,Mumbai,House,197.8,5,4,17,3.45,1,1,Unfurnished,1239363.25,INR,83.5,103486831.38
PROP_00793,Mumbai,Apartment,111.4,3,3,21,3.58,0,0,Unfurnished,454814.8,INR,83.5,37977035.8
PROP_00794,Paris,House,93.3,3,2,17,13.46,1,0,Fully,942645.77,EUR,0.92,867234.11
PROP_00795,Mumbai,Apartment,101.1,2,2,13,8.78,0,0,Fully,364742.88,INR,83.5,30456030.48
PROP_00796,New York,Apartment,98.8,3,2,15,7.3,1,1,Fully,1237189.1,USD,1.0,1237189.1
PROP_00797,New York,Apartment,42.3,1,1,8,2.66,0,1,Partially,493539.06,USD,1.0,493539.06
PROP_00798,London,Apartment,99.4,2,1,3,3.59,0,0,Fully,997200.27,GBP,0.8,797760.22
PROP_00799,London,House,178.4,5,4,65,25.61,1,0,Partially,1043097.76,GBP,0.8,834478.21
PROP_00800,Tokyo,Apartment,82.6,2,2,16,1.53,0,1,Partially,786074.29,JPY,150.0,117911143.5
PROP_00801,Tokyo,Apartment,80.1,2,1,14,7.67,0,1,Unfurnished,625134.38,JPY,150.0,93770157.0
PROP_00802,Sydney,Apartment,110.5,2,2,8,11.0,0,1,Partially,826799.5,AUD,1.5,1240199.25
PROP_00803,Mumbai,Penthouse,206.8,5,4,42,5.35,0,1,Fully,1465301.73,INR,83.5,122352694.46
PROP_00804,London,Apartment,101.5,2,2,7,20.11,0,0,Fully,666915.76,GBP,0.8,533532.61
PROP_00805,Mumbai,Apartment,70.0,1,1,0,4.8,0,1,Unfurnished,238697.12,INR,83.5,19931209.52
PROP_00806,Tokyo,House,156.3,3,3,28,3.14,1,0,Fully,1722958.69,JPY,150.0,258443803.5
PROP_00807,Sydney,House,266.3,5,4,23,1.63,1,0,Fully,3697218.85,AUD,1.5,5545828.28
PROP_00808,Mumbai,House,161.2,4,3,6,1.41,1,0,Unfurnished,975333.09,INR,83.5,81440313.02
PROP_00809,London,House,135.9,3,2,0,1.49,1,0,Fully,2148214.97,GBP,0.8,1718571.98
PROP_00810,London,House,165.3,4,3,10,1.62,1,1,Unfurnished,3198949.16,GBP,0.8,2559159.33
PROP_00811,Sydney,Apartment,76.4,2,1,1,1.13,0,1,Partially,774580.82,AUD,1.5,1161871.23
PROP_00812,New York,Apartment,89.9,2,2,4,4.94,0,1,Unfurnished,1052858.13,USD,1.0,1052858.13
PROP_00813,Sydney,Apartment,45.0,1,1,6,2.64,0,1,Unfurnished,393633.4,AUD,1.5,590450.1
PROP_00814,Mumbai,House,278.2,5,4,0,15.82,1,1,Partially,1375325.63,INR,83.5,114839690.1
PROP_00815,New York,House,202.9,5,3,37,6.97,1,1,Partially,2788536.57,USD,1.0,2788536.57
PROP_00816,Paris,Apartment,37.9,2,2,26,6.43,0,0,Partially,307706.97,EUR,0.92,283090.41
PROP_00817,Mumbai,Apartment,76.7,2,1,13,2.93,0,0,Unfurnished,261031.75,INR,83.5,21796151.12
PROP_00818,London,Apartment,81.7,2,1,7,0.96,0,0,Partially,862078.84,GBP,0.8,689663.07
PROP_00819,New York,Apartment,86.3,2,1,6,0.1,0,1,Unfurnished,1165486.25,USD,1.0,1165486.25
PROP_00820,Mumbai,House,220.4,5,4,30,2.91,1,0,Partially,1278847.69,INR,83.5,106783782.12
PROP_00821,New York,Penthouse,254.6,5,4,27,3.18,0,1,Fully,6188640.02,USD,1.0,6188640.02
PROP_00822,Sydney,Apartment,44.1,1,1,14,5.16,0,1,Partially,309210.48,AUD,1.5,463815.72
PROP_00823,London,House,268.4,5,3,26,40.0,1,1,Fully,1407670.22,GBP,0.8,1126136.18
PROP_00824,Sydney,House,200.9,4,3,15,22.88,1,1,Unfurnished,1349322.03,AUD,1.5,2023983.04
PROP_00825,Paris,Apartment,126.9,4,3,24,3.79,0,1,Partially,1554610.63,EUR,0.92,1430241.78
PROP_00826,Paris,House,173.1,4,3,5,15.29,1,1,Partially,1847706.74,EUR,0.92,1699890.2
PROP_00827,Tokyo,House,182.8,4,3,18,21.67,1,1,Partially,1543100.98,JPY,150.0,231465147.0
PROP_00828,Tokyo,Apartment,67.1,2,1,10,0.9,1,0,Unfurnished,577126.89,JPY,150.0,86569033.5
PROP_00829,Mumbai,Apartment,109.9,3,2,11,2.57,0,0,Unfurnished,413254.09,INR,83.5,34506716.52
PROP_00830,Sydney,Apartment,104.3,2,2,14,4.56,0,1,Unfurnished,865060.3,AUD,1.5,1297590.45
PROP_00831,Paris,Apartment,90.3,2,2,1,29.03,0,0,Unfurnished,357235.89,EUR,0.92,328657.02
PROP_00832,Sydney,House,201.3,5,4,18,12.06,1,1,Fully,2123766.73,AUD,1.5,3185650.1
PROP_00833,Mumbai,Penthouse,165.1,3,2,12,9.18,0,1,Partially,780993.86,INR,83.5,65212987.31
PROP_00834,London,House,236.4,5,3,13,34.64,1,1,Unfurnished,1513789.36,GBP,0.8,1211031.49
PROP_00835,Sydney,Apartment,70.0,1,1,20,2.75,0,0,Unfurnished,493306.37,AUD,1.5,739959.56
PROP_00836,Paris,House,138.6,3,2,6,16.88,1,0,Fully,1334292.76,EUR,0.92,1227549.34
PROP_00837,Mumbai,House,173.2,4,3,31,1.53,1,1,Unfurnished,948342.81,INR,83.5,79186624.64
PROP_00838,Sydney,Apartment,126.2,3,3,2,1.72,0,1,Fully,1461822.6,AUD,1.5,2192733.9
PROP_00839,Mumbai,Apartment,112.9,2,1,14,4.13,0,1,Partially,442483.27,INR,83.5,36947353.04
PROP_00840,London,Apartment,114.8,3,3,19,4.4,0,1,Fully,1389771.41,GBP,0.8,1111817.13
PROP_00841,Paris,House,77.9,2,2,16,4.68,1,1,Partially,951669.67,EUR,0.92,875536.1
PROP_00842,Paris,House,171.2,4,3,8,8.52,1,0,Unfurnished,2086485.89,EUR,0.92,1919567.02
PROP_00843,New York,Apartment,118.6,3,2,16,1.18,0,0,Partially,1590067.4,USD,1.0,1590067.4
PROP_00844,Sydney,House,156.0,4,3,28,2.27,1,0,Fully,2046986.06,AUD,1.5,3070479.09
PROP_00845,Sydney,House,140.2,3,3,12,0.1,1,1,Partially,1784414.14,AUD,1.5,2676621.21
PROP_00846,Sydney,Apartment,71.0,3,2,5,20.75,0,1,Partially,465762.12,AUD,1.5,698643.18
PROP_00847,London,House,250.3,5,4,13,7.76,1,1,Fully,4734223.57,GBP,0.8,3787378.86
PROP_00848,London,House,186.6,4,3,23,0.1,1,1,Partially,3357113.71,GBP,0.8,2685690.97
PROP_00849,Sydney,House,261.1,5,4,39,6.18,1,1,Partially,3456664.67,AUD,1.5,5184997.0
PROP_00850,New York,Apartment,92.0,2,1,23,0.84,0,0,Fully,1039052.77,USD,1.0,1039052.77
PROP_00851,Paris,Apartment,117.7,3,2,36,3.36,0,0,Partially,1148623.29,EUR,0.92,1056733.43
PROP_00852,Paris,House,142.3,4,3,4,2.22,1,1,Fully,2184569.6,EUR,0.92,2009804.03
PROP_00853,Mumbai,House,271.5,5,3,5,3.94,1,0,Fully,1906917.47,INR,83.5,159227608.74
PROP_00854,London,House,145.9,3,3,56,12.42,1,0,Unfurnished,1311913.74,GBP,0.8,1049530.99
PROP_00855,Mumbai,House,230.5,5,4,15,11.28,1,1,Partially,1228407.11,INR,83.5,102571993.68
PROP_00856,London,House,324.8,5,4,34,25.02,1,1,Unfurnished,3132765.79,GBP,0.8,2506212.63
PROP_00857,Paris,Apartment,64.8,1,1,2,7.25,0,1,Partially,594514.34,EUR,0.92,546953.19
PROP_00858,Paris,Apartment,124.7,3,2,1,8.17,0,1,Unfurnished,1108435.93,EUR,0.92,1019761.06
PROP_00859,London,House,220.7,5,3,56,22.26,1,0,Unfurnished,1522964.14,GBP,0.8,1218371.31
PROP_00860,New York,Apartment,61.4,1,1,55,1.86,0,1,Partially,611858.49,USD,1.0,611858.49
PROP_00861,New York,Apartment,43.0,1,1,5,2.52,0,1,Fully,496473.52,USD,1.0,496473.52
PROP_00862,New York,Apartment,88.6,2,1,19,1.05,0,1,Unfurnished,1182570.09,USD,1.0,1182570.09
PROP_00863,Paris,Apartment,101.3,2,2,8,5.01,1,0,Unfurnished,1058584.99,EUR,0.92,973898.19
PROP_00864,London,House,242.8,5,3,2,40.0,1,1,Partially,1489450.27,GBP,0.8,1191560.22
PROP_00865,Paris,House,238.4,5,3,13,15.26,1,0,Partially,2673677.08,EUR,0.92,2459782.91
PROP_00866,New York,House,124.7,3,2,2,22.11,1,0,Partially,1159645.73,USD,1.0,1159645.73
PROP_00867,New York,Apartment,91.1,2,2,2,5.56,0,0,Partially,927968.27,USD,1.0,927968.27
PROP_00868,Mumbai,House,163.3,4,3,3,11.49,1,0,Unfurnished,765654.18,INR,83.5,63932124.03
PROP_00869,New York,House,254.3,5,4,25,2.51,1,1,Fully,4823329.0,USD,1.0,4823329.0
PROP_00870,New York,Apartment,137.0,3,2,9,2.44,0,0,Unfurnished,1809749.28,USD,1.0,1809749.28
PROP_00871,Mumbai,Apartment,49.6,1,1,2,1.05,1,0,Partially,192211.37,INR,83.5,16049649.4
PROP_00872,Mumbai,Apartment,66.0,2,2,4,6.29,0,0,Unfurnished,278795.41,INR,83.5,23279416.74
PROP_00873,Sydney,House,259.7,5,4,1,5.61,1,1,Partially,3135247.43,AUD,1.5,4702871.15
PROP_00874,Paris,House,201.6,4,3,2,12.5,1,1,Partially,1975425.02,EUR,0.92,1817391.02
PROP_00875,London,Apartment,153.4,3,3,58,3.94,1,0,Fully,1456752.7,GBP,0.8,1165402.16
PROP_00876,New York,Apartment,89.8,2,1,17,4.89,0,1,Unfurnished,847174.42,USD,1.0,847174.42
PROP_00877,New York,Apartment,83.1,3,3,5,2.26,0,1,Fully,1107651.18,USD,1.0,1107651.18
PROP_00878,New York,Penthouse,230.8,5,4,15,4.47,0,1,Fully,5305238.1,USD,1.0,5305238.1
PROP_00879,Paris,Apartment,62.9,1,1,9,15.44,0,1,Unfurnished,387024.45,EUR,0.92,356062.49
PROP_00880,Sydney,Penthouse,216.5,5,4,23,6.4,0,1,Fully,2950150.09,AUD,1.5,4425225.14
PROP_00881,Sydney,Apartment,119.6,3,2,26,2.57,0,0,Fully,905348.02,AUD,1.5,1358022.03
PROP_00882,Sydney,Apartment,114.2,2,1,4,3.97,0,0,Unfurnished,948610.35,AUD,1.5,1422915.52
PROP_00883,Sydney,Apartment,25.0,1,1,8,1.27,0,1,Fully,233273.18,AUD,1.5,349909.77
PROP_00884,Sydney,Apartment,48.6,1,1,22,0.94,0,1,Unfurnished,353162.8,AUD,1.5,529744.2
PROP_00885,London,Apartment,66.5,2,2,7,2.98,1,1,Unfurnished,792495.78,GBP,0.8,633996.62
PROP_00886,Sydney,Penthouse,137.7,3,2,7,4.06,0,0,Partially,1906833.36,AUD,1.5,2860250.04
PROP_00887,Sydney,Apartment,99.3,2,2,4,8.07,1,1,Unfurnished,884577.95,AUD,1.5,1326866.92
PROP_00888,Tokyo,Apartment,25.0,1,1,16,7.63,0,1,Fully,185160.17,JPY,150.0,27774025.5
PROP_00889,New York,Apartment,60.9,2,2,43,1.09,0,1,Partially,635132.42,USD,1.0,635132.42
PROP_00890,London,House,283.7,5,3,7,10.38,1,0,Partially,3341465.35,GBP,0.8,2673172.28
PROP_00891,Sydney,House,123.2,3,2,44,0.85,1,1,Partially,1222432.07,AUD,1.5,1833648.1
PROP_00892,Mumbai,Apartment,113.4,3,2,5,1.77,0,1,Unfurnished,495389.61,INR,83.5,41365032.44
PROP_00893,Sydney,House,276.7,5,4,11,1.46,1,1,Fully,4054314.85,AUD,1.5,6081472.28
PROP_00894,Mumbai,House,243.6,5,4,42,24.04,1,1,Fully,774044.43,INR,83.5,64632709.9
PROP_00895,Sydney,House,141.3,3,2,3,3.81,1,0,Unfurnished,1450978.51,AUD,1.5,2176467.76
PROP_00896,Sydney,Apartment,130.6,3,2,6,4.05,0,0,Partially,1165456.09,AUD,1.5,1748184.14
PROP_00897,Tokyo,House,304.5,5,4,17,0.22,1,0,Partially,4567836.6,JPY,150.0,685175490.0
PROP_00898,Sydney,Apartment,98.3,2,2,23,1.83,0,1,Partially,908379.24,AUD,1.5,1362568.86
PROP_00899,Paris,Apartment,96.5,3,2,1,0.36,0,1,Fully,1399511.73,EUR,0.92,1287550.79
PROP_00900,New York,Penthouse,208.9,5,4,2,4.36,0,0,Partially,4404493.85,USD,1.0,4404493.85
PROP_00901,Tokyo,House,81.5,1,1,1,28.37,1,0,Partially,401811.96,JPY,150.0,60271794.0
PROP_00902,New York,House,183.9,4,3,0,3.5,1,1,Fully,3678200.24,USD,1.0,3678200.24
PROP_00903,Mumbai,Apartment,105.9,3,2,2,1.35,0,1,Partially,529042.7,INR,83.5,44175065.45
PROP_00904,New York,House,247.7,5,4,11,1.44,1,1,Fully,5810750.18,USD,1.0,5810750.18
PROP_00905,Tokyo,Apartment,94.8,2,2,4,5.23,0,1,Partially,900674.88,JPY,150.0,135101232.0
PROP_00906,Tokyo,Penthouse,189.6,4,3,0,0.86,0,1,Unfurnished,3703202.61,JPY,150.0,555480391.5
PROP_00907,Paris,Apartment,76.3,2,2,29,23.89,0,1,Fully,416429.33,EUR,0.92,383114.98
PROP_00908,New York,House,215.1,4,3,35,9.0,1,1,Unfurnished,2617661.53,USD,1.0,2617661.53
PROP_00909,Sydney,House,53.3,1,1,6,9.84,1,1,Unfurnished,419327.12,AUD,1.5,628990.68
PROP_00910,New York,House,185.3,4,3,3,14.95,1,1,Fully,2543423.47,USD,1.0,2543423.47
PROP_00911,Paris,Apartment,80.2,2,2,8,4.17,0,1,Fully,819459.05,EUR,0.92,753902.33
PROP_00912,Mumbai,House,163.4,4,3,1,20.05,1,1,Unfurnished,633792.88,INR,83.5,52921705.48
PROP_00913,Mumbai,House,265.5,5,3,7,1.93,1,1,Unfurnished,1795618.77,INR,83.5,149934167.29
PROP_00914,Sydney,Penthouse,191.7,5,4,0,0.41,0,1,Fully,4170745.01,AUD,1.5,6256117.52
PROP_00915,Sydney,Apartment,34.6,2,2,14,3.8,0,1,Unfurnished,276380.77,AUD,1.5,414571.16
PROP_00916,New York,House,245.3,5,4,45,5.86,1,1,Partially,3194795.64,USD,1.0,3194795.64
PROP_00917,Mumbai,House,189.4,4,3,9,10.1,1,1,Partially,877056.08,INR,83.5,73234182.68
PROP_00918,London,Apartment,71.2,2,2,16,1.33,0,1,Partially,772778.43,GBP,0.8,618222.74
PROP_00919,London,Apartment,125.2,3,2,5,2.05,0,1,Unfurnished,1463619.58,GBP,0.8,1170895.66
PROP_00920,New York,Apartment,83.1,3,3,15,2.18,0,0,Unfurnished,965402.19,USD,1.0,965402.19
PROP_00921,Tokyo,House,192.1,5,4,1,10.51,1,1,Partially,2151094.15,JPY,150.0,322664122.5
PROP_00922,Sydney,Apartment,81.0,2,1,6,0.97,0,1,Unfurnished,748086.08,AUD,1.5,1122129.12
PROP_00923,New York,Penthouse,154.2,4,3,13,2.02,0,1,Partially,3421011.36,USD,1.0,3421011.36
PROP_00924,Sydney,Apartment,87.8,3,3,13,0.1,0,1,Fully,1012960.33,AUD,1.5,1519440.5
PROP_00925,Paris,House,220.9,5,4,5,9.93,1,0,Unfurnished,3054712.61,EUR,0.92,2810335.6
PROP_00926,Paris,Apartment,112.3,3,2,6,0.13,0,1,Unfurnished,1182249.38,EUR,0.92,1087669.43
PROP_00927,Tokyo,Penthouse,214.5,5,4,22,2.24,0,0,Fully,2996354.89,JPY,150.0,449453233.5
PROP_00928,Mumbai,House,170.3,4,3,20,27.61,1,1,Unfurnished,524604.82,INR,83.5,43804502.47
PROP_00929,London,House,139.8,3,2,57,10.65,1,1,Partially,1196869.91,GBP,0.8,957495.93
PROP_00930,Sydney,Apartment,86.0,2,1,15,1.87,0,1,Unfurnished,696756.62,AUD,1.5,1045134.93
PROP_00931,Paris,Apartment,132.9,3,2,53,4.81,1,0,Unfurnished,1130275.13,EUR,0.92,1039853.12
PROP_00932,Sydney,Apartment,144.0,4,3,12,1.68,0,1,Fully,1671565.24,AUD,1.5,2507347.86
PROP_00933,New York,Apartment,61.0,2,1,4,11.07,0,0,Unfurnished,549955.91,USD,1.0,549955.91
PROP_00934,London,House,314.7,5,3,14,7.4,1,0,Fully,5028114.92,GBP,0.8,4022491.94
PROP_00935,Sydney,House,167.8,4,3,36,24.28,1,0,Fully,998400.13,AUD,1.5,1497600.2
PROP_00936,Paris,House,209.9,5,3,9,8.19,1,1,Partially,2914459.76,EUR,0.92,2681302.98
PROP_00937,Paris,Apartment,53.3,1,1,26,2.65,0,0,Partially,434462.36,EUR,0.92,399705.37
PROP_00938,New York,Apartment,81.7,1,1,9,2.76,1,1,Partially,1092392.86,USD,1.0,1092392.86
PROP_00939,Tokyo,House,264.0,5,4,7,12.26,1,1,Unfurnished,3284514.72,JPY,150.0,492677208.0
PROP_00940,Paris,Apartment,46.3,1,1,17,0.45,0,1,Unfurnished,427686.05,EUR,0.92,393471.17
PROP_00941,Tokyo,Apartment,88.8,2,1,5,0.87,0,1,Fully,782297.9,JPY,150.0,117344685.0
PROP_00942,Mumbai,House,212.8,5,4,14,4.54,1,1,Fully,1288643.04,INR,83.5,107601693.84
PROP_00943,London,House,202.4,5,4,3,3.64,1,1,Partially,3723475.22,GBP,0.8,2978780.18
PROP_00944,Tokyo,House,233.9,5,4,8,0.2,1,0,Fully,3860755.35,JPY,150.0,579113302.5
PROP_00945,Paris,Apartment,87.3,2,2,1,9.13,1,0,Unfurnished,915490.71,EUR,0.92,842251.45
PROP_00946,Paris,Apartment,86.3,3,2,17,5.7,0,1,Unfurnished,995986.84,EUR,0.92,916307.89
PROP_00947,Tokyo,Penthouse,236.1,5,4,19,2.06,0,1,Fully,4246544.4,JPY,150.0,636981660.0
PROP_00948,Mumbai,Apartment,27.2,1,1,26,0.58,0,1,Fully,92122.65,INR,83.5,7692241.28
PROP_00949,Sydney,House,212.1,5,4,6,20.64,1,1,Partially,1765082.98,AUD,1.5,2647624.47
PROP_00950,Paris,Apartment,78.9,3,2,19,11.93,0,1,Partially,644342.05,EUR,0.92,592794.69
PROP_00951,Paris,Apartment,103.1,2,2,1,7.81,0,1,Fully,1011998.89,EUR,0.92,931038.98
PROP_00952,New York,House,158.8,4,3,14,5.24,1,0,Fully,2833228.56,USD,1.0,2833228.56
PROP_00953,Paris,House,164.7,4,3,2,10.01,1,0,Unfurnished,1727153.81,EUR,0.92,1588981.51
PROP_00954,New York,Apartment,108.7,3,2,12,5.84,0,1,Partially,1307636.87,USD,1.0,1307636.87
PROP_00955,Tokyo,House,284.3,5,4,13,0.71,1,1,Partially,4817177.03,JPY,150.0,722576554.5
PROP_00956,Sydney,Apartment,70.9,2,2,6,11.74,0,1,Unfurnished,528379.22,AUD,1.5,792568.83
PROP_00957,Tokyo,Apartment,125.8,3,3,18,1.47,1,1,Fully,1506853.4,JPY,150.0,226028010.0
PROP_00958,Sydney,Apartment,104.5,2,2,24,3.18,1,1,Partially,799126.0,AUD,1.5,1198689.0
PROP_00959,New York,House,50.0,1,1,2,2.61,1,1,Fully,842272.16,USD,1.0,842272.16
PROP_00960,Paris,House,124.6,3,3,4,4.09,1,1,Unfurnished,1814790.29,EUR,0.92,1669607.07
PROP_00961,London,Apartment,97.6,2,1,9,6.85,0,0,Partially,830110.69,GBP,0.8,664088.55
PROP_00962,Tokyo,House,169.7,5,4,5,8.34,1,1,Partially,2656860.6,JPY,150.0,398529090.0
PROP_00963,London,House,264.0,5,4,9,40.0,1,1,Unfurnished,1456803.13,GBP,0.8,1165442.5
PROP_00964,Mumbai,House,115.6,2,1,13,2.21,1,1,Partially,525446.52,INR,83.5,43874784.42
PROP_00965,Mumbai,Penthouse,125.2,3,3,11,2.55,1,1,Fully,849296.32,INR,83.5,70916242.72
PROP_00966,Tokyo,Apartment,77.1,2,2,19,6.89,0,1,Fully,676952.93,JPY,150.0,101542939.5
PROP_00967,New York,House,96.6,2,1,4,1.78,1,1,Fully,1711418.95,USD,1.0,1711418.95
PROP_00968,London,House,139.5,4,3,9,8.63,1,1,Fully,2257322.88,GBP,0.8,1805858.3
PROP_00969,New York,House,155.6,4,3,14,9.43,1,1,Unfurnished,1896119.57,USD,1.0,1896119.57
